filename,class_name,x,y,w,h
005652.jpg,person,30,48,5,29
005653.jpg,cow,103,100,132,112
005653.jpg,cow,34,67,15,16
005653.jpg,person,110,113,34,109
005653.jpg,person,176,109,27,95
005654.jpg,train,99,116,198,158
005655.jpg,aeroplane,94,122,69,30
005657.jpg,person,110,117,219,215
005658.jpg,bus,124,119,200,130
005658.jpg,person,87,102,30,22
005658.jpg,person,19,122,12,21
005660.jpg,train,173,136,64,77
005660.jpg,person,110,156,16,40
005662.jpg,chair,216,160,17,77
005662.jpg,chair,65,212,129,25
005662.jpg,chair,21,158,40,43
005662.jpg,chair,45,137,39,39
005662.jpg,chair,74,130,33,28
005662.jpg,chair,166,119,44,13
005662.jpg,person,104,97,63,71
005662.jpg,bottle,159,96,5,10
005662.jpg,bottle,149,101,5,17
005662.jpg,bottle,142,99,7,18
005662.jpg,bottle,136,95,5,8
005662.jpg,bottle,130,98,7,14
005662.jpg,diningtable,105,173,208,102
005664.jpg,person,128,65,71,112
005664.jpg,person,111,118,148,213
005664.jpg,person,34,117,68,214
005664.jpg,person,214,24,21,47
005668.jpg,dog,42,151,82,145
005668.jpg,dog,113,146,77,153
005668.jpg,dog,105,89,85,88
005668.jpg,dog,178,130,93,127
005669.jpg,car,133,119,39,34
005669.jpg,bus,204,112,41,43
005669.jpg,person,79,103,15,89
005669.jpg,person,35,112,69,223
005672.jpg,bottle,192,53,21,48
005672.jpg,chair,121,39,76,22
005672.jpg,person,41,43,81,85
005672.jpg,diningtable,112,136,223,176
005674.jpg,bird,93,126,173,193
005676.jpg,pottedplant,117,95,114,151
005679.jpg,car,216,102,16,108
005679.jpg,car,211,52,27,45
005679.jpg,car,109,111,180,189
005679.jpg,car,26,120,51,148
005679.jpg,car,39,52,48,51
005680.jpg,train,110,114,112,151
005680.jpg,person,219,162,11,33
005682.jpg,person,110,113,143,222
005682.jpg,pottedplant,37,53,70,103
005682.jpg,pottedplant,90,45,52,86
005685.jpg,train,104,130,151,144
005686.jpg,chair,186,174,45,89
005686.jpg,chair,157,166,47,90
005686.jpg,diningtable,177,165,95,100
005687.jpg,diningtable,88,201,102,45
005687.jpg,pottedplant,42,14,10,27
005687.jpg,pottedplant,116,169,19,26
005687.jpg,pottedplant,73,186,93,76
005687.jpg,pottedplant,202,211,17,26
005687.jpg,chair,146,192,37,63
005687.jpg,chair,92,194,29,61
005693.jpg,person,168,128,113,193
005693.jpg,person,46,114,90,220
005693.jpg,dog,100,151,75,98
005695.jpg,person,120,141,155,166
005695.jpg,person,150,153,95,130
005696.jpg,dog,111,120,216,150
005697.jpg,sofa,118,166,141,115
005697.jpg,chair,111,90,19,45
005699.jpg,boat,112,157,86,56
005700.jpg,horse,121,110,6,23
005700.jpg,horse,86,163,30,78
005700.jpg,person,86,124,34,72
005700.jpg,person,121,100,10,22
005701.jpg,sofa,197,151,54,39
005701.jpg,chair,176,131,26,17
005701.jpg,chair,113,138,35,33
005701.jpg,chair,69,142,36,35
005701.jpg,chair,82,123,19,8
005701.jpg,chair,39,136,32,29
005701.jpg,chair,34,153,63,58
005702.jpg,bicycle,111,163,171,122
005702.jpg,person,136,118,169,180
005704.jpg,diningtable,199,128,51,48
005704.jpg,diningtable,185,191,78,67
005704.jpg,diningtable,32,135,57,76
005704.jpg,person,208,87,25,39
005704.jpg,person,176,120,36,85
005704.jpg,person,150,151,50,65
005704.jpg,person,152,181,62,85
005704.jpg,person,116,200,56,48
005704.jpg,person,66,115,65,131
005704.jpg,person,35,88,19,31
005704.jpg,person,14,93,22,29
005704.jpg,person,7,155,14,139
005705.jpg,boat,92,95,110,176
005710.jpg,chair,133,194,34,60
005710.jpg,chair,138,161,19,31
005710.jpg,chair,146,148,6,23
005710.jpg,chair,161,154,7,15
005710.jpg,chair,165,165,17,46
005710.jpg,diningtable,124,155,37,50
005713.jpg,boat,74,198,26,24
005713.jpg,boat,118,198,16,30
005713.jpg,boat,138,198,24,30
005713.jpg,boat,179,203,25,15
005713.jpg,boat,209,200,30,27
005714.jpg,boat,112,155,114,43
005714.jpg,person,94,138,9,27
005714.jpg,person,115,126,14,19
005715.jpg,cat,115,114,195,219
005716.jpg,person,66,115,132,219
005716.jpg,person,194,78,59,155
005718.jpg,chair,43,179,57,88
005719.jpg,diningtable,152,162,144,125
005719.jpg,person,18,115,35,159
005719.jpg,person,33,75,26,93
005719.jpg,person,90,62,34,63
005719.jpg,person,127,68,35,97
005719.jpg,person,157,95,20,59
005719.jpg,person,179,109,59,76
005719.jpg,person,84,148,82,149
005723.jpg,tvmonitor,15,134,19,37
005723.jpg,chair,116,147,21,33
005723.jpg,chair,135,137,19,25
005723.jpg,chair,190,134,26,25
005723.jpg,chair,216,172,12,91
005723.jpg,chair,200,181,30,85
005723.jpg,chair,138,184,62,81
005723.jpg,sofa,57,181,76,86
005728.jpg,person,73,88,28,91
005728.jpg,cow,154,136,56,74
005728.jpg,horse,85,127,37,95
005729.jpg,motorbike,96,148,169,151
005729.jpg,person,99,114,78,182
005730.jpg,chair,153,189,19,35
005730.jpg,chair,172,187,12,29
005730.jpg,chair,217,210,14,29
005730.jpg,chair,110,190,23,50
005730.jpg,chair,72,192,29,63
005730.jpg,chair,139,184,12,26
005731.jpg,bus,97,104,191,167
005731.jpg,person,177,138,13,65
005732.jpg,horse,182,143,46,78
005732.jpg,horse,133,138,40,89
005732.jpg,horse,53,128,71,103
005732.jpg,person,182,123,48,98
005732.jpg,person,132,119,55,97
005732.jpg,person,49,109,59,116
005735.jpg,train,111,116,220,112
005736.jpg,motorbike,61,149,112,106
005736.jpg,motorbike,179,116,79,75
005738.jpg,car,98,108,143,106
005738.jpg,car,24,100,47,76
005738.jpg,person,106,56,9,10
005740.jpg,bird,139,154,49,112
005740.jpg,person,62,121,122,207
005741.jpg,horse,163,133,99,104
005741.jpg,person,23,135,43,119
005742.jpg,boat,200,160,22,19
005743.jpg,dog,127,136,128,109
005743.jpg,sofa,113,136,222,122
005747.jpg,car,112,118,218,213
005747.jpg,person,54,36,18,66
005747.jpg,person,38,42,15,61
005749.jpg,car,119,128,194,99
005752.jpg,sofa,112,112,222,222
005752.jpg,dog,98,108,193,168
005755.jpg,sofa,108,74,144,118
005755.jpg,sofa,113,163,221,123
005756.jpg,car,113,140,190,81
005757.jpg,bicycle,62,157,29,90
005757.jpg,bicycle,105,154,17,56
005757.jpg,bicycle,156,145,8,22
005757.jpg,person,64,119,31,138
005757.jpg,person,103,129,19,82
005757.jpg,person,157,134,9,30
005760.jpg,car,61,105,86,62
005760.jpg,car,150,106,102,61
005761.jpg,person,90,129,161,190
005762.jpg,pottedplant,209,196,30,43
005762.jpg,pottedplant,158,207,44,33
005764.jpg,person,33,107,65,199
005765.jpg,person,76,112,151,222
005765.jpg,person,168,113,112,222
005765.jpg,person,27,79,52,156
005768.jpg,bicycle,143,155,94,117
005768.jpg,person,138,109,81,166
005768.jpg,person,39,100,9,32
005768.jpg,person,44,96,9,45
005769.jpg,cat,127,144,192,103
005773.jpg,person,59,126,51,71
005773.jpg,person,91,136,40,57
005773.jpg,person,122,121,68,87
005773.jpg,person,175,153,34,50
005773.jpg,chair,6,202,11,43
005773.jpg,chair,60,210,86,28
005773.jpg,chair,110,215,39,17
005779.jpg,dog,142,121,164,205
005779.jpg,sofa,48,105,83,151
005780.jpg,person,116,92,41,51
005781.jpg,bird,76,92,122,81
005782.jpg,car,104,107,160,89
005783.jpg,motorbike,61,146,59,59
005783.jpg,motorbike,147,146,79,73
005784.jpg,chair,123,90,129,65
005784.jpg,chair,142,182,160,80
005784.jpg,person,93,76,181,130
005784.jpg,person,112,138,218,168
005786.jpg,person,180,113,40,193
005786.jpg,person,159,122,31,176
005786.jpg,person,129,120,34,184
005786.jpg,person,104,117,35,193
005786.jpg,person,74,121,31,181
005786.jpg,person,43,126,44,189
005788.jpg,sofa,112,104,223,207
005788.jpg,person,113,88,94,137
005789.jpg,dog,165,145,118,125
005789.jpg,dog,68,150,92,148
005789.jpg,sofa,113,145,223,157
005790.jpg,diningtable,132,195,183,58
005790.jpg,person,172,106,104,166
005791.jpg,car,17,60,33,67
005791.jpg,motorbike,115,109,199,174
005794.jpg,sofa,33,162,65,102
005794.jpg,chair,82,148,89,97
005794.jpg,diningtable,136,108,36,33
005794.jpg,chair,152,108,17,41
005794.jpg,chair,142,102,16,40
005794.jpg,chair,135,111,20,44
005794.jpg,pottedplant,34,52,45,49
005794.jpg,cat,76,176,34,30
005794.jpg,pottedplant,204,61,39,56
005796.jpg,person,101,125,149,198
005796.jpg,tvmonitor,202,148,45,50
005799.jpg,tvmonitor,184,116,18,30
005799.jpg,person,121,112,24,50
005799.jpg,person,98,117,26,39
005799.jpg,person,204,145,40,155
005803.jpg,diningtable,112,128,164,70
005805.jpg,bird,100,123,46,134
005805.jpg,bird,162,165,42,50
005806.jpg,car,127,131,60,79
005806.jpg,car,70,68,29,47
005811.jpg,person,194,177,61,94
005811.jpg,person,207,26,14,50
005811.jpg,person,183,25,17,48
005811.jpg,chair,177,113,54,138
005812.jpg,dog,170,153,78,62
005812.jpg,dog,31,153,52,85
005813.jpg,pottedplant,145,116,94,85
005813.jpg,pottedplant,104,132,68,50
005813.jpg,pottedplant,78,123,31,70
005814.jpg,tvmonitor,143,131,62,67
005814.jpg,person,74,104,101,206
005814.jpg,bottle,114,197,60,24
005815.jpg,train,94,99,187,197
005815.jpg,car,213,137,22,17
005817.jpg,pottedplant,168,111,111,220
005818.jpg,person,64,145,49,157
005818.jpg,person,105,158,44,133
005819.jpg,cat,185,128,59,56
005819.jpg,cat,66,117,85,97
005821.jpg,pottedplant,63,163,27,50
005821.jpg,pottedplant,129,149,22,48
005821.jpg,pottedplant,100,136,21,32
005821.jpg,pottedplant,23,111,40,52
005821.jpg,pottedplant,82,134,11,32
005821.jpg,chair,187,161,56,102
005821.jpg,chair,215,163,17,122
005824.jpg,person,90,104,27,89
005825.jpg,boat,90,112,179,223
005826.jpg,person,47,133,24,76
005828.jpg,aeroplane,118,105,160,114
005829.jpg,person,52,117,66,214
005829.jpg,person,120,144,85,161
005829.jpg,person,195,159,57,130
005830.jpg,car,106,114,211,182
005831.jpg,car,112,147,192,118
005836.jpg,person,26,157,50,133
005836.jpg,person,112,121,129,206
005838.jpg,cat,121,91,177,161
005839.jpg,car,119,116,161,149
005839.jpg,car,29,81,56,61
005840.jpg,person,27,142,53,163
005840.jpg,person,73,148,76,152
005840.jpg,person,117,148,41,152
005840.jpg,person,186,152,76,143
005840.jpg,person,145,149,56,150
005841.jpg,cow,87,152,141,108
005843.jpg,cow,94,153,76,67
005845.jpg,cat,61,178,121,91
005845.jpg,person,165,113,118,223
005850.jpg,cat,90,131,132,122
005850.jpg,person,27,81,53,108
005851.jpg,train,121,115,42,23
005852.jpg,tvmonitor,184,108,58,32
005852.jpg,tvmonitor,212,99,24,35
005852.jpg,person,151,156,128,114
005853.jpg,train,113,99,65,59
005854.jpg,bird,81,114,27,29
005854.jpg,bird,130,98,43,111
005854.jpg,bird,138,134,47,48
005856.jpg,tvmonitor,31,94,59,62
005856.jpg,person,105,136,69,173
005856.jpg,person,123,112,142,161
005859.jpg,person,67,113,133,222
005860.jpg,boat,111,149,94,39
005860.jpg,boat,191,148,46,25
005861.jpg,car,141,122,61,50
005861.jpg,car,26,114,24,15
005861.jpg,car,68,114,27,17
005863.jpg,person,37,135,46,178
005863.jpg,person,49,150,39,147
005863.jpg,person,72,66,25,44
005863.jpg,person,84,154,49,140
005863.jpg,person,93,83,23,53
005863.jpg,person,98,158,34,105
005863.jpg,person,120,136,25,176
005863.jpg,person,133,148,37,151
005863.jpg,person,148,74,28,59
005863.jpg,person,172,61,29,62
005863.jpg,person,151,168,34,111
005863.jpg,person,172,142,45,164
005863.jpg,chair,215,145,17,60
005864.jpg,sofa,115,169,99,84
005864.jpg,sofa,164,134,22,31
005864.jpg,chair,188,138,28,42
005867.jpg,tvmonitor,118,129,25,32
005867.jpg,chair,134,187,60,73
005868.jpg,car,114,137,210,113
005873.jpg,dog,129,118,71,66
005873.jpg,person,150,75,99,147
005874.jpg,sofa,131,167,126,113
005874.jpg,pottedplant,64,134,15,51
005875.jpg,motorbike,112,111,191,217
005877.jpg,horse,73,125,51,197
005877.jpg,horse,174,125,86,198
005878.jpg,motorbike,95,106,100,88
005879.jpg,cat,94,118,182,207
005881.jpg,person,158,136,132,176
005884.jpg,motorbike,95,121,141,193
005884.jpg,person,73,84,73,116
005885.jpg,person,116,128,135,189
005888.jpg,dog,174,123,100,199
005888.jpg,dog,78,133,144,183
005889.jpg,person,36,149,71,150
005889.jpg,person,87,130,73,188
005889.jpg,person,125,140,43,168
005889.jpg,person,171,130,106,188
005889.jpg,person,211,97,27,85
005893.jpg,train,108,80,214,59
005894.jpg,pottedplant,64,141,74,48
005894.jpg,pottedplant,44,125,50,30
005894.jpg,pottedplant,45,104,46,12
005894.jpg,pottedplant,150,113,28,29
005895.jpg,aeroplane,132,131,19,19
005897.jpg,car,203,133,31,24
005897.jpg,car,166,143,53,25
005897.jpg,car,157,178,90,59
005899.jpg,dog,113,86,114,60
005899.jpg,car,32,34,63,66
005901.jpg,cat,125,113,87,151
005901.jpg,cat,114,158,134,133
005903.jpg,train,73,138,144,172
005903.jpg,person,175,149,9,51
005903.jpg,person,144,137,8,33
005905.jpg,person,172,113,103,222
005905.jpg,person,77,113,152,222
005906.jpg,bus,68,100,33,64
005906.jpg,person,110,120,11,37
005906.jpg,person,170,116,19,75
005908.jpg,person,128,113,191,223
005908.jpg,bottle,115,71,79,120
005909.jpg,bird,99,136,62,125
005910.jpg,bird,127,86,60,68
005910.jpg,person,76,109,149,78
005911.jpg,bus,112,109,223,158
005912.jpg,bird,132,119,45,143
005914.jpg,boat,203,149,29,28
005914.jpg,boat,135,147,52,22
005914.jpg,boat,53,156,103,41
005917.jpg,chair,181,155,80,119
005917.jpg,chair,93,110,46,64
005917.jpg,cat,63,128,16,13
005918.jpg,car,117,99,186,161
005918.jpg,car,32,50,50,66
005918.jpg,car,11,37,22,41
005918.jpg,car,198,52,52,61
005918.jpg,car,145,38,26,38
005919.jpg,bottle,113,129,6,35
005919.jpg,bottle,124,136,6,31
005919.jpg,bottle,132,126,6,35
005919.jpg,bottle,136,128,5,20
005919.jpg,bottle,121,156,9,49
005919.jpg,bottle,93,142,5,19
005919.jpg,bottle,93,156,7,22
005919.jpg,bottle,83,189,9,38
005919.jpg,person,123,108,39,47
005919.jpg,person,78,119,19,54
005919.jpg,person,60,130,23,77
005919.jpg,person,43,143,23,79
005919.jpg,person,25,153,47,111
005919.jpg,person,165,115,24,68
005919.jpg,person,198,96,18,27
005919.jpg,person,178,139,54,111
005919.jpg,person,192,159,65,118
005919.jpg,diningtable,106,178,134,92
005919.jpg,bottle,143,180,9,39
005919.jpg,pottedplant,117,50,27,45
005920.jpg,sofa,182,151,36,35
005920.jpg,diningtable,82,191,150,66
005920.jpg,chair,44,191,27,26
005920.jpg,chair,77,176,17,22
005920.jpg,chair,96,167,14,18
005920.jpg,chair,140,159,19,13
005920.jpg,chair,146,193,21,62
005920.jpg,chair,118,200,40,48
005920.jpg,chair,115,205,22,36
005923.jpg,bicycle,156,162,62,69
005923.jpg,bicycle,114,160,34,65
005923.jpg,bicycle,80,170,46,82
005923.jpg,person,87,136,24,70
005923.jpg,person,112,120,22,57
005923.jpg,person,156,134,34,99
005923.jpg,chair,98,57,11,11
005923.jpg,chair,99,66,13,20
005923.jpg,chair,127,58,12,7
005923.jpg,chair,131,67,14,17
005923.jpg,chair,142,77,17,22
005923.jpg,sofa,87,87,17,30
005923.jpg,pottedplant,133,105,11,19
005923.jpg,pottedplant,123,105,7,13
005923.jpg,pottedplant,146,83,10,38
005923.jpg,pottedplant,213,88,23,50
005923.jpg,pottedplant,176,56,15,36
005923.jpg,tvmonitor,181,30,9,13
005923.jpg,pottedplant,111,90,24,24
005928.jpg,motorbike,199,131,50,140
005928.jpg,motorbike,24,158,46,133
005928.jpg,motorbike,54,118,32,57
005928.jpg,motorbike,121,139,50,116
005928.jpg,person,140,83,20,74
005928.jpg,person,122,116,53,125
005928.jpg,person,79,119,28,137
005930.jpg,bicycle,58,107,74,90
005930.jpg,person,13,74,16,124
005930.jpg,person,192,90,14,30
005930.jpg,person,52,72,47,134
005930.jpg,bicycle,194,104,19,25
005938.jpg,chair,173,143,11,45
005938.jpg,chair,196,161,15,57
005938.jpg,person,120,138,119,172
005938.jpg,person,35,148,67,150
005938.jpg,person,83,121,34,75
005938.jpg,person,14,108,20,34
005940.jpg,person,35,127,68,185
005940.jpg,person,90,157,68,134
005940.jpg,person,108,93,57,87
005940.jpg,person,142,154,65,140
005940.jpg,person,195,154,54,140
005940.jpg,person,201,161,46,126
005947.jpg,sheep,93,120,104,204
005948.jpg,dog,88,144,28,22
005948.jpg,horse,131,133,29,86
005948.jpg,horse,169,132,43,84
005948.jpg,person,172,102,17,69
005948.jpg,person,131,109,16,72
005951.jpg,motorbike,153,108,140,143
005951.jpg,person,179,92,62,141
005952.jpg,aeroplane,125,39,166,68
005952.jpg,aeroplane,19,45,37,45
005954.jpg,cat,164,121,121,193
005956.jpg,car,109,117,174,149
005956.jpg,car,188,97,73,75
005956.jpg,person,102,66,15,20
005956.jpg,person,90,66,14,15
005960.jpg,cat,58,195,32,51
005961.jpg,bus,105,196,141,42
005961.jpg,person,188,204,11,21
005961.jpg,person,204,202,11,23
005961.jpg,person,220,200,9,24
005961.jpg,person,84,206,30,35
005961.jpg,person,8,207,14,34
005961.jpg,person,30,214,30,19
005963.jpg,chair,143,142,60,100
005963.jpg,chair,185,165,78,118
005963.jpg,chair,116,194,115,60
005963.jpg,chair,31,197,61,54
005964.jpg,sheep,96,112,190,222
005968.jpg,dog,134,112,180,223
005970.jpg,cat,143,138,161,173
005971.jpg,person,78,149,149,151
005975.jpg,aeroplane,112,114,223,165
005975.jpg,person,36,165,11,42
005979.jpg,car,115,115,207,217
005979.jpg,person,186,39,20,78
005979.jpg,person,160,33,17,65
005980.jpg,cat,106,96,164,182
005981.jpg,cow,145,151,72,146
005981.jpg,cow,61,67,61,48
005983.jpg,bird,117,76,23,40
005984.jpg,dog,87,170,90,101
005984.jpg,dog,167,163,82,69
005984.jpg,sofa,112,154,223,138
005984.jpg,person,113,129,172,189
005985.jpg,pottedplant,188,58,73,115
005985.jpg,person,90,108,111,152
005988.jpg,dog,167,123,36,23
005988.jpg,dog,59,116,30,33
005988.jpg,person,30,89,26,99
005988.jpg,person,179,90,49,122
005988.jpg,car,212,63,24,44
005988.jpg,car,5,69,10,30
005989.jpg,motorbike,123,120,120,85
005989.jpg,person,127,106,64,98
005990.jpg,motorbike,111,111,134,222
005990.jpg,person,196,167,57,114
005990.jpg,person,183,136,41,58
005991.jpg,pottedplant,34,64,59,78
005991.jpg,person,102,140,56,95
005992.jpg,sofa,110,125,218,193
005992.jpg,person,110,111,182,129
005992.jpg,dog,78,117,101,59
005995.jpg,train,83,108,93,103
005995.jpg,train,8,135,9,30
005996.jpg,motorbike,112,87,224,173
005998.jpg,car,112,115,207,193
006000.jpg,chair,120,170,75,108
006000.jpg,tvmonitor,126,103,72,46
006001.jpg,train,112,95,223,186
006004.jpg,chair,133,132,139,116
006004.jpg,person,81,138,85,144
006004.jpg,person,133,150,91,148
006004.jpg,person,34,151,67,146
006005.jpg,person,70,62,75,52
006005.jpg,person,141,59,69,55
006005.jpg,chair,131,176,45,56
006009.jpg,car,97,119,73,79
006011.jpg,car,118,136,66,58
006011.jpg,car,125,77,61,41
006011.jpg,person,113,58,12,24
006011.jpg,person,118,96,18,23
006012.jpg,bird,135,118,13,14
006012.jpg,bird,145,111,11,20
006018.jpg,bus,149,154,78,86
006018.jpg,car,196,163,17,34
006018.jpg,car,189,164,4,23
006018.jpg,car,214,168,20,27
006018.jpg,car,219,158,8,7
006018.jpg,car,215,155,18,12
006018.jpg,car,38,175,74,68
006018.jpg,car,95,175,17,34
006018.jpg,car,103,169,13,28
006018.jpg,car,107,183,4,24
006020.jpg,sofa,117,116,215,133
006020.jpg,chair,7,141,14,74
006023.jpg,train,116,97,212,140
006025.jpg,aeroplane,105,118,192,76
006026.jpg,cat,155,90,119,68
006026.jpg,dog,66,146,130,156
006027.jpg,chair,78,178,22,92
006028.jpg,bicycle,25,67,33,38
006028.jpg,person,137,111,22,125
006028.jpg,person,88,134,17,29
006029.jpg,tvmonitor,12,52,22,41
006029.jpg,person,71,39,16,39
006029.jpg,person,45,54,66,62
006029.jpg,person,78,50,38,62
006029.jpg,pottedplant,107,38,12,22
006029.jpg,pottedplant,120,33,14,20
006029.jpg,pottedplant,179,24,38,32
006029.jpg,chair,143,49,52,51
006029.jpg,sofa,112,145,224,159
006029.jpg,person,143,131,152,105
006029.jpg,dog,95,157,143,55
006030.jpg,chair,58,184,51,80
006030.jpg,chair,94,178,38,93
006030.jpg,chair,105,171,26,105
006030.jpg,chair,30,144,31,46
006030.jpg,diningtable,65,184,130,81
006033.jpg,person,69,115,133,219
006033.jpg,person,164,121,116,202
006035.jpg,car,138,207,33,25
006035.jpg,car,173,208,34,19
006035.jpg,car,210,208,28,20
006035.jpg,car,84,209,33,18
006035.jpg,car,53,207,29,20
006035.jpg,car,22,207,27,18
006038.jpg,car,97,161,36,25
006038.jpg,car,167,158,14,17
006038.jpg,car,206,157,15,9
006038.jpg,motorbike,184,185,33,55
006038.jpg,person,181,164,22,64
006038.jpg,person,188,167,21,60
006041.jpg,tvmonitor,11,37,21,63
006041.jpg,person,63,128,59,192
006041.jpg,person,162,101,125,176
006041.jpg,sofa,152,141,144,167
006042.jpg,dog,117,106,51,75
006043.jpg,car,14,33,23,17
006043.jpg,car,112,111,221,220
006043.jpg,person,215,48,14,61
006043.jpg,person,124,40,22,54
006043.jpg,person,140,26,14,24
006043.jpg,person,60,26,15,23
006045.jpg,chair,34,146,66,117
006045.jpg,sofa,147,162,154,124
006046.jpg,boat,97,105,24,69
006046.jpg,boat,127,111,20,53
006046.jpg,boat,220,133,9,19
006055.jpg,chair,177,139,24,76
006055.jpg,chair,196,145,22,76
006055.jpg,chair,213,107,15,23
006055.jpg,chair,75,135,37,92
006055.jpg,chair,32,139,41,92
006058.jpg,car,112,144,223,160
006061.jpg,cat,160,62,129,115
006061.jpg,cat,109,167,33,113
006061.jpg,bottle,85,19,18,36
006061.jpg,bottle,59,17,23,33
006061.jpg,tvmonitor,169,174,110,101
006062.jpg,car,94,128,154,69
006062.jpg,car,200,72,22,13
006062.jpg,car,41,66,18,9
006065.jpg,dog,113,94,222,154
006066.jpg,sofa,189,191,70,66
006066.jpg,chair,56,201,70,44
006066.jpg,tvmonitor,110,129,85,97
006067.jpg,aeroplane,74,132,112,44
006069.jpg,pottedplant,45,106,86,210
006069.jpg,cat,133,165,131,118
006070.jpg,bird,76,152,151,144
006071.jpg,motorbike,103,121,110,153
006071.jpg,person,182,89,17,113
006071.jpg,person,16,85,30,167
006071.jpg,person,154,89,29,118
006071.jpg,person,43,79,20,80
006071.jpg,person,206,107,36,211
006071.jpg,person,78,68,16,37
006071.jpg,person,65,86,6,34
006071.jpg,person,172,71,9,28
006071.jpg,person,130,48,19,59
006073.jpg,cow,140,119,164,174
006073.jpg,cow,116,45,142,90
006073.jpg,person,13,90,26,179
006074.jpg,tvmonitor,167,180,115,89
006074.jpg,tvmonitor,50,173,98,102
006078.jpg,tvmonitor,101,120,27,37
006078.jpg,chair,26,141,29,58
006078.jpg,chair,203,118,15,30
006079.jpg,boat,111,109,75,36
006079.jpg,car,38,36,16,10
006079.jpg,car,22,38,17,8
006084.jpg,cat,144,103,161,130
006088.jpg,chair,39,181,78,87
006088.jpg,chair,203,155,42,92
006088.jpg,sofa,97,159,112,79
006088.jpg,sofa,125,110,29,26
006088.jpg,sofa,169,112,33,30
006088.jpg,pottedplant,195,113,24,47
006089.jpg,car,101,115,65,75
006091.jpg,bird,159,68,83,81
006091.jpg,bird,99,87,78,95
006095.jpg,cow,170,149,104,92
006095.jpg,horse,75,129,62,87
006095.jpg,person,76,90,17,72
006096.jpg,bus,112,111,198,165
006097.jpg,car,102,120,203,137
006098.jpg,boat,115,56,119,47
006098.jpg,bird,154,50,22,20
006098.jpg,bird,70,54,29,18
006100.jpg,sofa,183,147,82,121
006100.jpg,pottedplant,62,47,28,30
006100.jpg,pottedplant,121,79,18,30
006100.jpg,chair,94,102,25,51
006100.jpg,dog,76,108,26,22
006103.jpg,car,15,203,29,38
006103.jpg,person,38,193,11,33
006103.jpg,person,95,189,9,30
006103.jpg,person,160,187,7,23
006103.jpg,person,178,185,7,20
006104.jpg,sofa,110,162,190,124
006104.jpg,person,112,146,72,157
006104.jpg,car,82,49,22,26
006105.jpg,cat,64,100,70,196
006107.jpg,train,124,148,200,141
006108.jpg,bird,68,114,81,199
006111.jpg,cow,131,116,162,127
006117.jpg,person,94,125,185,197
006120.jpg,motorbike,123,110,187,163
006120.jpg,car,57,36,29,17
006123.jpg,boat,217,116,13,102
006123.jpg,boat,138,125,52,87
006123.jpg,boat,68,119,31,90
006123.jpg,boat,153,206,98,36
006124.jpg,car,108,121,189,119
006125.jpg,cat,110,125,95,97
006125.jpg,sofa,112,156,224,136
006128.jpg,car,133,179,182,89
006128.jpg,person,18,163,16,42
006128.jpg,person,6,153,9,22
006128.jpg,person,27,149,4,15
006128.jpg,sheep,8,178,10,24
006128.jpg,sheep,60,135,14,21
006128.jpg,sheep,78,133,12,15
006128.jpg,sheep,125,124,20,31
006128.jpg,sheep,141,112,23,24
006128.jpg,sheep,158,124,32,58
006128.jpg,sheep,198,129,51,63
006128.jpg,car,65,159,72,48
006129.jpg,aeroplane,111,111,214,68
006130.jpg,sofa,112,139,224,139
006130.jpg,person,60,131,116,159
006130.jpg,person,141,134,101,171
006130.jpg,person,193,134,63,174
006131.jpg,tvmonitor,165,107,70,101
006131.jpg,tvmonitor,205,119,38,101
006131.jpg,tvmonitor,31,115,61,102
006133.jpg,car,114,122,150,137
006133.jpg,car,35,95,70,53
006133.jpg,car,218,90,13,33
006133.jpg,person,15,94,27,77
006133.jpg,person,211,91,13,52
006133.jpg,car,39,173,77,102
006133.jpg,person,216,154,16,140
006133.jpg,person,213,33,6,18
006133.jpg,person,178,34,7,15
006133.jpg,person,170,32,7,19
006133.jpg,person,164,32,7,13
006133.jpg,person,152,30,4,12
006133.jpg,person,121,29,6,13
006133.jpg,person,127,30,5,9
006133.jpg,person,133,32,3,9
006133.jpg,person,140,32,4,11
006133.jpg,person,203,34,5,14
006134.jpg,horse,127,125,142,131
006135.jpg,train,109,110,20,27
006136.jpg,sheep,49,150,50,53
006139.jpg,dog,55,71,37,40
006139.jpg,dog,185,162,78,124
006140.jpg,diningtable,151,176,141,97
006140.jpg,person,137,124,28,48
006140.jpg,person,168,133,29,59
006140.jpg,person,199,147,51,97
006140.jpg,person,47,113,90,222
006140.jpg,person,94,96,28,64
006140.jpg,person,57,87,50,101
006141.jpg,bottle,171,93,59,161
006146.jpg,bicycle,86,147,75,58
006148.jpg,cow,92,144,65,82
006148.jpg,person,114,129,118,148
006150.jpg,person,198,135,44,123
006150.jpg,person,101,156,29,136
006150.jpg,person,36,148,53,128
006150.jpg,person,43,157,32,134
006151.jpg,horse,143,123,144,91
006151.jpg,person,65,119,58,86
006151.jpg,person,160,114,32,76
006151.jpg,person,205,113,39,71
006151.jpg,car,70,118,138,65
006153.jpg,train,123,116,29,38
006156.jpg,person,101,113,201,223
006158.jpg,tvmonitor,205,75,39,43
006158.jpg,person,55,136,61,118
006158.jpg,sofa,46,145,91,113
006159.jpg,pottedplant,112,110,205,194
006161.jpg,diningtable,117,165,208,116
006161.jpg,diningtable,101,94,61,26
006161.jpg,person,159,89,39,85
006161.jpg,person,198,140,51,141
